CustomerID,CreditRating,GenderType,CustomerAge,ContractDuration,AccountBalance,ProductsOwned,CreditCardHolder,ActiveStatus,SalaryEstimate,ExitedStatus
23499010,538,Male,39,7,108055.1,2,1,0,27231.26,0
23574252,562,Male,42,2,100238.35,1,0,0,86797.41,0
23386975,675,Male,36,9,106190.55,1,0,1,22994.32,0
23414752,721,Male,28,9,154475.54,2,0,1,101300.94,1
23513608,628,Female,30,9,132351.29,2,1,1,74169.13,0
23558593,668,Female,37,6,167864.4,1,1,0,115638.29,0
23547367,506,Female,41,1,0,2,1,0,31766.3,0
23492830,524,Female,31,8,107818.63,1,1,0,199725.39,1
23401497,699,Male,34,4,185173.81,2,1,0,120834.48,0
23524033,828,Male,34,8,129433.34,2,0,0,38131.77,0
23370630,674,Male,39,6,120193.42,1,0,0,100130.95,0
23536335,656,Female,39,6,0,2,1,0,141069.88,0
23640453,684,Female,48,10,126384.42,1,1,1,198129.36,0
23669814,625,Female,28,3,0,1,0,0,183646.41,0
23441365,432,Male,42,9,152603.45,1,1,0,110265.24,1
23507031,549,Female,52,1,0,1,0,1,8636.05,1
23674357,625,Male,56,0,148507.24,1,1,0,46824.08,1
23363563,828,Female,41,7,0,2,1,0,171378.77,0
23387736,770,Male,24,9,101827.07,1,1,0,167256.35,0
23610931,758,Female,34,3,0,2,1,1,124226.16,0
23577879,795,Female,33,9,130862.43,1,1,1,114935.21,0
23517132,687,Male,38,9,122570.87,1,1,1,35608.88,0
23463331,686,Male,25,1,0,2,0,1,16459.37,0
23569140,789,Male,39,7,124828.46,2,1,1,124411.08,0
23377102,589,Female,50,5,144895.05,2,1,1,34941.23,0
23703897,461,Female,34,5,63663.93,1,0,1,167784.28,0
23415559,637,Male,40,2,133463.1,1,0,1,93165.34,0
23391937,584,Female,48,2,213146.2,1,1,0,75161.25,1
23461683,579,Female,35,1,129490.36,2,0,1,8590.83,1
23548723,756,Male,44,10,137452.09,1,1,0,189543.9,0
23587741,663,Male,34,7,0,2,1,1,180427.24,0
23442543,682,Female,43,5,125851.93,1,1,1,193318.33,0
23570550,793,Male,52,2,0,1,1,0,159123.82,1
23418850,691,Female,31,5,40915.55,1,1,0,126213.84,1
23701380,485,Female,21,5,113157.22,1,1,1,54141.5,0
23558886,635,Female,29,8,138296.94,2,1,0,141075.51,0
23631483,650,Male,37,5,106967.18,1,0,0,24495.03,0
23555221,735,Male,44,9,120681.63,1,1,0,74836.34,0
23691945,416,Male,32,0,0,2,0,1,878.87,0
23475681,754,Female,32,7,0,2,1,0,89520.75,0
23639752,535,Female,48,9,0,1,1,0,149892.79,1
23717709,716,Male,42,8,0,2,1,0,180800.42,0
23533891,539,Male,37,2,127609.59,1,1,0,98646.22,0
23564377,614,Female,43,6,0,2,1,1,109041.53,0
23519043,706,Male,57,7,0,1,1,0,17941.16,1
23482836,758,Female,33,7,0,2,0,0,82996.47,0
23435718,586,Female,28,2,0,2,1,1,92067.35,0
23385288,646,Female,73,6,97259.25,1,0,1,104719.66,0
23706351,631,Female,33,4,123246.7,1,0,0,112687.57,0
23538523,717,Female,22,6,101060.25,1,0,1,84699.56,0
23462008,684,Male,30,2,0,2,1,0,83473.82,0
23446690,800,Female,49,7,108007.36,1,0,0,47125.11,0
23521483,721,Female,36,2,0,2,1,1,106977.8,0
23488719,683,Male,29,0,133702.89,1,1,0,55582.54,1
23378407,660,Male,31,9,125189.75,2,1,1,139874.43,0
23587260,704,Female,24,7,113034.22,1,1,0,162503.48,1
23383131,615,Female,41,9,109013.23,1,1,0,196499.96,0
23362363,667,Female,39,2,0,2,1,0,40721.24,1
23417313,682,Male,24,9,57929.81,2,0,0,53134.3,0
23381668,484,Female,29,4,130114.39,1,1,0,164017.89,0
23420083,628,Male,27,5,95826.49,2,1,0,155996.96,0
23476858,480,Male,44,10,129608.57,1,1,0,5472.7,1
23379790,578,Male,30,4,169462.09,1,1,0,112187.11,0
23438611,512,Male,40,5,0,2,1,1,146457.83,0
23633139,484,Female,35,7,133868.21,1,1,1,27286.1,0
23468197,510,Female,30,0,0,2,1,1,130553.47,0
23685858,606,Male,36,5,190479.48,2,0,0,179351.89,0
23644248,597,Female,40,8,101993.12,1,0,1,94774.12,0
23438464,754,Female,55,3,161608.81,1,1,0,8080.85,1
23574826,850,Female,45,2,122311.21,1,1,1,19482.5,0
23684829,510,Male,65,2,0,2,1,1,48071.61,0
23431938,778,Female,45,1,162150.42,2,1,0,174531.27,0
23716593,636,Male,42,2,0,2,1,1,55470.78,0
23579391,804,Female,50,4,0,1,1,1,8546.87,1
23482084,514,Male,32,8,0,2,1,0,95857.18,0
23658291,730,Female,39,1,99010.67,1,1,0,194945.8,0
23563390,525,Female,37,0,0,1,0,1,131521.72,0
23590339,616,Male,30,5,0,2,0,1,196108.51,0
23381457,687,Female,34,7,111388.18,2,1,0,148564.76,0
23590722,715,Female,41,8,56214.85,2,0,0,92982.61,1
23656954,512,Female,36,3,84327.77,2,1,0,17675.36,0
23635600,479,Male,40,1,0,2,0,0,114996.43,0
23554437,601,Male,32,8,93012.89,1,1,0,86957.42,0
23519125,580,Male,29,9,61710.44,2,1,0,128077.8,0
23392548,807,Male,35,3,174790.15,1,1,1,600.36,0
23454183,616,Female,32,6,0,2,1,1,43001.46,0
23667163,721,Male,37,3,107720.64,1,1,1,158591.12,0
23484589,501,Male,57,10,0,2,1,1,47847.19,0
23717016,521,Male,35,6,96423.84,1,1,0,10488.44,0
23407048,850,Male,30,2,141040.01,1,1,1,5978.2,0
23434692,759,Male,42,4,105420.18,1,0,1,121409.06,0
23401786,516,Male,50,5,0,1,0,1,146145.93,1
23592127,711,Female,38,2,129022.06,2,1,1,14374.86,1
23442027,512,Male,33,3,176666.62,1,1,0,94670.77,0
23659884,550,Male,37,3,0,1,1,1,179670.31,0
23633218,608,Female,41,3,89763.84,1,0,0,199304.74,1
23519622,618,Male,34,5,134954.53,1,1,1,151954.39,0
23526597,643,Male,45,5,0,1,1,0,142513.5,1
23418456,671,Male,45,2,106376.85,1,0,1,158264.62,0
23628396,689,Male,33,2,161814.64,2,1,0,169381.9,0
23437213,603,Male,31,8,0,2,1,1,169915.02,0
23360053,620,Female,41,9,0,2,0,0,88852.47,0
23392701,676,Female,34,1,63095.01,1,1,1,40645.81,0
23678638,572,Male,26,4,118287.01,2,0,0,60427.3,0
23585557,668,Male,47,7,106854.21,1,0,1,157959.02,1
23521705,695,Male,46,7,49512.55,1,1,0,133007.34,0
23679787,730,Female,33,9,0,2,0,0,176576.62,0
23489374,807,Male,43,1,105799.32,2,1,0,34888.04,1
23662606,592,Male,54,8,0,1,1,1,28737.71,1
23588292,726,Female,31,9,114722.05,2,1,1,98178.57,0
23681058,514,Male,30,7,0,1,0,1,125010.24,0
23592069,567,Male,42,2,0,2,1,1,167984.61,0
23600196,850,Male,33,10,0,1,1,0,4861.72,1
23353447,671,Male,45,6,99564.22,1,1,1,108872.45,1
23548869,670,Male,37,4,170557.91,2,1,0,198252.88,0
23661915,694,Female,30,9,0,2,1,1,26960.31,0
23515668,547,Female,39,6,74596.15,3,1,1,85746.52,1
23456955,751,Male,50,2,96888.39,1,1,0,77206.25,1
23408517,594,Female,29,3,130830.22,1,1,0,61048.53,0
23713035,673,Male,72,1,0,2,0,1,111981.19,0
23440825,610,Male,40,0,0,2,1,0,62232.6,0
23681086,512,Female,37,1,0,2,0,1,156105.03,0
23586154,767,Male,20,3,119714.25,2,0,1,150135.38,0
23557479,585,Female,67,5,113978.97,2,0,1,93146.11,0
23659669,763,Male,42,6,100160.75,1,1,0,33462.94,1
23567635,712,Female,29,2,0,1,1,1,144375,0
23647624,539,Female,43,3,116220.5,3,1,0,55803.96,1
23691409,668,Female,46,2,0,3,1,0,89048.46,1
23693049,703,Male,28,2,81173.83,2,0,1,162812.16,0
23718339,662,Male,38,4,0,2,1,0,136259.65,0
23476827,725,Female,39,5,116803.8,1,1,0,124052.97,0
23721091,703,Male,37,8,105961.68,2,0,1,74158.8,0
23394588,659,Male,67,6,117411.6,1,1,1,45071.09,1
23364729,523,Male,34,7,0,2,1,0,62030.06,0
23696154,635,Female,40,10,123497.58,1,1,0,131953.23,1
23528575,772,Male,26,7,152400.51,2,1,0,79414,0
23400013,545,Female,26,1,0,2,1,1,199638.56,0
23486674,634,Male,24,8,103097.85,1,1,1,157577.29,0
23658960,739,Male,54,8,126418.14,1,1,0,134420.75,1
23442493,771,Female,36,5,77846.9,1,0,0,99805.99,0
23630956,587,Female,34,1,0,2,1,1,97932.68,0
23690914,681,Female,79,0,0,2,0,1,170968.99,0
23542401,544,Male,37,2,79731.91,1,1,1,57558.95,0
23499076,696,Male,28,8,0,1,0,0,176713.47,0
23648271,766,Male,41,0,0,2,0,1,34283.23,0
23455351,727,Male,34,10,0,2,1,1,198637.34,0
23389794,671,Female,34,6,37266.67,2,0,0,156917.12,0
23626530,693,Female,30,6,127992.25,1,1,1,50457.2,0
23411092,850,Male,38,3,54901.01,1,1,1,140075.55,0
23571105,732,Male,42,9,108748.08,2,1,1,65323.11,0
23510547,726,Female,48,6,99906.19,1,1,0,64323.24,0
23530489,557,Female,32,6,184686.41,2,1,0,14956.44,0
23510865,682,Female,26,0,110654.02,1,0,1,111879.21,0
23551369,738,Male,31,9,79019.8,1,1,1,18606.23,0
23720070,531,Female,36,9,99240.51,1,1,0,123137.01,0
23481111,498,Male,34,2,0,2,1,1,148528.24,0
23665939,651,Male,36,7,0,2,1,0,13898.31,0
23576422,549,Female,39,7,0,1,0,0,81259.25,1
23699151,791,Female,35,7,52436.2,1,1,0,161051.75,0
23680932,650,Male,41,9,0,2,0,1,191599.67,0
23430258,733,Male,34,3,100337.96,3,1,0,48559.19,1
23695083,811,Female,34,1,149297.19,2,1,1,186339.74,0
23588074,707,Male,30,8,0,2,1,0,33159.37,0
23700499,712,Male,28,4,145605.44,1,0,1,93883.53,0
23638353,706,Female,37,7,0,2,1,1,110899.3,0
23542009,756,Male,62,3,0,1,1,1,11199.04,1
23651334,777,Female,53,10,0,2,1,0,189992.97,0
23525668,646,Male,35,6,84026.86,1,0,1,164255.69,0
23673640,714,Male,46,1,0,1,1,0,152167.79,1
23503665,782,Male,39,8,0,2,1,1,33949.67,0
23504079,775,Male,29,10,0,2,1,1,68143.93,0
23464861,479,Male,35,4,138718.92,1,1,1,47251.79,1
23549409,807,Male,42,7,118274.71,1,1,1,25885.72,0
23563237,799,Female,22,8,174185.98,2,0,1,192633.85,0
23439541,675,Male,40,7,113208.86,2,1,0,34577.36,0
23359993,602,Male,29,5,103907.28,1,1,0,161229.84,0
23686342,475,Female,32,8,119023.28,1,1,0,100816.29,0
23591659,744,Female,26,5,166297.89,1,1,1,181694.44,0
23546286,588,Male,34,10,0,2,1,0,79078.91,0
23478724,703,Male,42,9,63227,1,0,1,137316.32,0
23410972,747,Female,41,5,94521.17,2,1,0,194926.86,0
23483986,583,Male,27,7,0,2,1,0,51285.49,0
23385687,750,Female,34,9,112822.26,1,0,0,150401.53,1
23679054,681,Male,38,3,0,2,1,1,112491.96,0
23585806,773,Male,25,2,135903.33,1,1,0,73656.38,0
23662090,714,Female,31,4,125169.26,1,1,1,106636.89,0
23526585,687,Female,44,7,0,3,1,0,155853.52,1
23475427,511,Male,58,0,149117.31,1,1,1,162599.51,0
23717560,627,Male,33,5,0,2,1,1,103737.82,0
23706289,694,Female,31,10,0,2,1,0,160990.27,0
23524137,616,Female,36,6,132311.71,1,0,0,15462.84,0
23543874,687,Male,35,8,0,2,1,0,10334.05,0
23436607,712,Female,33,6,0,2,1,1,190686.16,0
23718612,553,Male,33,4,118082.89,1,0,0,94440.45,0
23455335,667,Male,31,1,119266.69,1,1,1,28257.63,0
23392672,731,Male,43,2,0,1,1,1,170034.95,1
23490642,629,Male,35,7,156847.29,2,1,0,31824.29,0
23661283,614,Male,50,4,137104.47,1,1,0,127166.49,1
23620414,438,Male,31,8,78398.69,1,1,0,44937.01,0
23568756,652,Female,80,4,0,2,1,1,188603.07,0
23554704,729,Male,30,6,63669.42,1,1,0,145111.37,0
23511922,642,Male,38,3,0,2,0,0,171463.83,0
23697265,806,Female,59,0,135296.33,1,1,0,182822.5,0
23448127,744,Male,36,2,153804.44,1,1,1,87213.33,0
23372634,474,Male,37,3,0,2,0,0,57175.32,0
23494429,559,Male,49,2,147069.78,1,1,0,120540.83,1
23499703,706,Male,42,9,0,2,1,1,28714.34,0
23516593,628,Female,22,3,0,1,1,0,85426.28,0
23439496,429,Male,24,4,95741.75,1,1,0,46170.75,0
23716576,525,Female,57,2,145965.33,1,1,1,64448.36,0
23518690,680,Female,30,8,141441.75,1,1,1,16278.97,0
23541937,749,Male,40,1,139290.41,1,1,0,182855.42,1
23378148,763,Female,31,4,0,2,0,0,50404.72,0
23524461,734,Male,30,3,0,2,1,0,107640.25,0
23605227,716,Male,35,4,144428.87,1,1,0,134132.65,0
23403097,594,Male,35,2,0,2,1,0,103480.69,0
23604337,644,Female,46,9,95441.27,1,1,0,108761.05,1
23503921,671,Male,35,1,144848.74,1,1,1,179012.3,0
23437117,664,Male,26,7,116244.14,2,1,1,95145.14,0
23398065,656,Male,50,7,0,2,0,1,72143.44,0
23402236,667,Female,40,1,146502.07,1,1,0,19162.89,0
23554329,663,Male,44,2,117028.6,2,0,1,144680.18,0
23593329,584,Female,30,8,112013.81,1,1,0,177772.03,1
23614327,626,Female,37,6,108269.37,1,1,0,5597.94,0
23546487,485,Male,29,7,182123.79,1,1,0,116828.51,1
23611039,659,Female,32,3,150923.74,2,0,1,174652.51,0
23472421,649,Male,33,2,0,2,1,0,2010.98,0
23455261,805,Female,39,5,165272.13,1,1,0,14109.85,1
23712210,716,Female,39,10,115301.31,1,1,0,43527.4,1
23619091,642,Female,40,6,129502.49,2,0,1,86099.23,1
23679580,659,Male,31,4,118342.26,1,0,0,161574.19,0
23521947,545,Female,47,5,0,2,1,1,38970.14,0
23527051,543,Male,22,8,0,2,0,0,127587.22,0
23679129,718,Female,25,7,0,2,1,0,30380.12,0
23646114,840,Female,43,7,0,2,1,0,90908.95,0
23488728,630,Female,34,9,106937.05,2,1,0,138275.01,0
23621362,643,Male,59,3,170331.37,1,1,1,32171.79,0
23603130,654,Female,32,1,114510.85,1,1,1,126143.23,0
23364709,582,Male,39,5,0,2,1,1,129892.93,0
23489455,659,Male,32,3,107594.11,2,1,1,102416.84,0
23390373,762,Male,39,2,81273.13,1,1,1,18719.67,0
23666353,568,Female,32,7,169399.6,1,1,0,61936.22,0
23718336,670,Male,25,6,0,2,1,1,78358.94,0
23438517,613,Female,45,1,187841.99,2,1,1,147224.27,0
23609482,539,Male,30,0,0,2,1,0,160979.66,0
23417964,850,Female,57,8,126776.3,2,1,1,132298.49,0
23492769,522,Male,34,9,126436.29,1,1,0,174248.52,1
23451250,737,Male,41,1,101960.74,1,1,1,123547.28,0
23388904,520,Male,58,3,0,2,0,1,32790.02,0
23705899,706,Male,28,3,0,2,0,1,181543.67,0
23545336,643,Female,45,2,150842.93,1,0,1,2319.96,1
23559873,648,Female,50,9,102535.57,1,1,1,189543.19,0
23617957,443,Female,29,9,99027.61,2,1,0,10940.4,0
23515398,640,Male,68,9,0,2,1,1,199493.38,0
23419953,628,Female,33,3,0,1,1,1,188193.25,0
23450631,540,Female,42,9,87271.41,2,1,0,172572.64,0
23392405,460,Female,35,8,102742.91,2,1,1,189339.6,0
23526388,636,Male,34,2,40105.51,2,0,1,53512.16,0
23375280,593,Female,29,2,152265.43,1,1,0,34004.44,0
23417694,801,Male,42,4,141947.67,1,1,1,10598.29,0
23662369,640,Female,75,1,106307.91,2,0,1,113428.77,0
23542084,611,Male,31,0,107884.81,2,1,1,183487.98,0
23532436,802,Male,31,1,125013.72,1,1,1,187658.09,0
23639631,717,Male,35,7,58469.37,2,1,1,172459.39,0
23637999,769,Female,39,8,0,1,0,1,21016,0
23375509,745,Male,45,10,117231.63,3,1,1,122381.02,1
23502132,572,Male,35,4,152390.26,1,1,0,128123.66,0
23516382,629,Female,30,2,34013.63,1,1,0,19570.63,0
23444841,687,Female,39,2,0,3,0,0,188150.6,1
23570692,483,Female,50,9,0,2,1,1,111020.24,0
23387589,690,Male,36,7,101583.11,2,1,0,123775.15,0
23352685,492,Female,30,10,77168.87,2,0,1,146700.22,0
23434815,709,Male,28,8,124695.72,2,1,0,145251.35,0
23534266,705,Male,44,3,105934.96,1,1,0,82463.69,0
23581690,560,Female,66,9,0,1,1,1,15928.49,0
23582097,611,Male,46,6,0,2,1,0,45886.33,0
23664975,730,Male,62,2,0,2,1,1,186489.95,0
23623729,709,Female,45,2,0,2,0,1,162922.65,0
23576163,544,Female,21,10,161525.96,2,1,0,9262.77,0
23528164,712,Female,29,7,147199.07,1,1,1,84932.4,0
23678742,752,Male,38,3,183102.29,1,1,1,71557.12,0
23360509,648,Male,46,9,127209,2,1,0,77405.95,1
23527147,556,Male,38,8,0,2,0,0,417.41,1
23431083,594,Female,24,0,97378.54,1,1,1,71405.17,0
23711473,645,Female,37,2,136925.09,2,0,1,153400.24,0
23377474,557,Male,33,3,54503.55,1,1,1,371.05,0
23418606,547,Male,32,8,155726.85,1,1,0,67789.99,0
23643652,701,Female,39,9,0,2,0,1,145894.9,0
23469883,616,Female,66,1,135842.41,1,1,0,183840.51,1
23536003,605,Male,52,1,63349.75,1,1,0,108887.44,0
23622018,593,Female,38,4,129499.42,1,1,1,154071.27,0
23672709,751,Male,52,8,0,2,0,1,179291.85,0
23599336,443,Male,36,6,70438.01,2,0,1,56937.43,0
23463762,685,Male,23,8,0,2,1,1,112239.03,0
23539467,718,Male,36,9,0,1,1,0,45909.87,0
23367393,538,Female,49,9,141434.04,1,0,0,173779.25,1
23618356,611,Female,37,4,0,2,1,0,125696.26,0
23552389,668,Male,37,10,152958.29,2,1,1,159585.61,0
23537763,537,Female,41,3,138306.34,1,1,0,106761.47,0
23350216,709,Male,23,10,0,2,0,0,129590.18,0
23640972,850,Male,38,1,0,2,1,1,80006.65,0
23529778,745,Female,31,3,124328.84,1,1,1,140451.52,0
23702664,693,Female,41,9,181461.48,3,1,1,187929.43,1
23715973,795,Male,35,8,0,2,1,0,167155.36,0
23714749,626,Male,26,8,0,2,0,0,191420.71,0
23581164,487,Female,61,5,110368.03,1,0,0,11384.45,1
23543773,556,Female,39,9,89588.35,1,1,1,94898.1,0
23490090,643,Female,46,6,0,2,0,0,106781.59,0
23423761,605,Female,28,6,0,2,0,0,159508.52,0
23715952,756,Female,60,3,115924.89,1,1,0,93524.19,1
23574604,586,Female,38,2,0,2,1,0,87168.46,0
23512152,535,Male,40,7,111756.5,1,1,0,8128.32,1
23434576,678,Female,35,4,0,1,1,0,125518.32,0
23349492,596,Male,39,9,0,1,1,0,48963.59,0
23677221,648,Male,26,9,162923.85,1,1,0,98368.24,0
23479650,492,Male,39,10,124576.65,2,1,0,148584.61,0
23710771,702,Male,45,0,80793.58,1,1,1,27474.81,0
23364795,486,Female,40,9,71340.09,1,1,0,76192.21,0
23710026,568,Male,40,1,99282.63,1,0,0,134600.94,1
23396728,619,Male,57,3,137946.39,1,1,1,72467.99,1
23614885,724,Male,41,2,127892.57,2,0,1,199645.45,0
23558607,548,Female,33,0,101084.36,1,1,0,42749.85,0
23392884,545,Female,37,8,114754.08,1,1,0,136050.44,1
23699401,683,Male,33,8,0,1,0,0,73564.44,0
23372121,762,Female,51,3,99286.98,1,0,1,85578.63,0
23540931,627,Female,30,4,79871.02,2,1,0,129826.89,0
23437260,516,Male,35,10,104088.59,2,0,0,119666,0
23675577,800,Female,38,2,168190.33,2,1,0,68052.08,0
23535526,464,Female,42,3,85679.25,1,1,1,164104.74,0
23674428,626,Female,35,3,0,1,0,0,80190.36,0
23416957,790,Female,31,9,0,2,1,0,84126.75,0
23508543,534,Female,34,7,121551.58,2,1,1,70179,0
23599267,745,Male,46,2,122220.19,1,1,1,118024.1,0
23681530,553,Male,47,3,116528.15,1,0,0,145704.19,1
23705434,748,Female,26,1,77780.29,1,0,1,183049.41,0
23596015,722,Male,37,2,0,1,0,0,120906.83,0
23467183,501,Male,40,4,125832.2,1,1,1,100433.83,0
23542615,675,Female,38,6,68065.8,1,0,0,138777,1
23487579,778,Female,47,6,127299.34,2,1,0,124694.99,0
23691919,494,Female,38,7,174937.64,1,1,0,40084.32,0
23679022,850,Male,40,9,0,2,0,1,119232.33,0
23566563,592,Male,31,7,110071.1,1,0,0,43921.36,0
23502991,590,Female,44,3,139432.37,1,1,0,62222.81,0
23590272,758,Female,39,6,127357.76,1,0,1,56577,0
23601021,506,Male,36,5,0,2,1,0,164253.35,0
23622265,733,Male,33,3,0,1,1,1,7666.73,0
23452273,711,Male,38,3,0,2,1,0,68487.51,0
23561368,514,Male,43,1,95556.31,1,0,1,199273.98,1
23494789,637,Male,37,8,0,1,1,1,186062.36,0
23599492,468,Male,29,1,111681.98,2,1,1,195711.16,0
23577990,539,Male,39,3,0,2,1,0,36692.17,0
23505384,509,Female,25,3,108738.71,2,1,0,106920.57,0
